number,id,title,board_width,board_height,arrow_count,magnet_count,wall_count,current_difficulty_v3,current_quality_v2,current_quality_status,v3_solution_family_count,v3_meaningful_decision_points,v3_dependency_depth,v3_mechanic_relevance_ratio,v3_unused_empty_space_ratio,v3_irrelevant_entity_ratio,total_solution_length,solution_sequences,meaningful_solution_strategies,solution_permutation_redundancy,canonical_plausible_choices,canonical_immediately_invalid_choices,canonical_viable_choices,canonical_fatal_choices,canonical_meaningful_choice_classes,canonical_consequential_decision_nodes,canonical_harmful_decision_nodes,canonical_effectively_equivalent_choices,canonical_independent_moves,explored_plausible_choices,explored_immediately_invalid_choices,explored_viable_choices,explored_fatal_choices,meaningful_failure_rate,explored_consequential_decision_nodes,explored_harmful_decision_nodes,future_impact_edges,commutative_pairs,viable_choice_pairs,commutative_pair_rate,mandatory_order_pairs,flexible_order_pairs,meaningful_order_strength,canonical_polarity_flips,polarity_material_impacts,polarity_strategic_impacts,polarity_actionability_impacts,polarity_solution_structure_impacts,polarity_impact_rate,decorative_magnets,strategically_relevant_magnets,solvability_essential_magnets,controlled_success_interactions,controlled_failed_interactions,impactful_polarity_magnets,decorative_walls,route_relevant_walls,movement_relevant_walls,visibility_relevant_walls,strategically_relevant_walls,solvability_essential_walls,arrow_occlusion_events,cancellation_events,cancellation_impactful_events,cancellation_fatal_events,cancellation_canonical_events,first_obvious_solve_probability,first_obvious_expected_actions,first_obvious_expected_wrong_actions,first_obvious_expected_restarts,first_obvious_expected_meaningful_setbacks,first_obvious_expected_polarity_mistakes,first_obvious_expected_decision_points,greedy_solve_probability,greedy_expected_actions,greedy_expected_wrong_actions,greedy_expected_restarts,greedy_expected_meaningful_setbacks,greedy_expected_polarity_mistakes,greedy_expected_decision_points,random_successful_solve_probability,random_successful_expected_actions,random_successful_expected_wrong_actions,random_successful_expected_restarts,random_successful_expected_meaningful_setbacks,random_successful_expected_polarity_mistakes,random_successful_expected_decision_points,random_visible_solve_probability,random_visible_expected_actions,random_visible_expected_wrong_actions,random_visible_expected_restarts,random_visible_expected_meaningful_setbacks,random_visible_expected_polarity_mistakes,random_visible_expected_decision_points,shortest_route_solve_probability,shortest_route_expected_actions,shortest_route_expected_wrong_actions,shortest_route_expected_restarts,shortest_route_expected_meaningful_setbacks,shortest_route_expected_polarity_mistakes,shortest_route_expected_decision_points,triviality_classification,mechanic_presence_count,mechanic_interaction_count,claimed_mechanics,interacting_mechanics,primary_ease_reason,canonical_interchangeable_groups
104,campaign-104,Occlusion 104,4,4,6,2,1,75,94,ACCEPT,84,4,2,1.000000,0.375000,0.111100,6,176,4,0.977273,15,6,15,0,10,4,0,3,14,106,18,106,0,0.000000,26,0,63,73,82,0.890244,0,15,No meaningful ordering,4,2,2,2,2,0.500000,0,2,0,88,12,2,1,0,0,0,0,0,24,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.481790,1.481790,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D;d1:C+D+F;d2:D+E+F;d3:B+E+F;d4:E+F
105,campaign-105,Polarity 105,4,4,7,2,0,77,98,ACCEPT,46,5,7,1.000000,0.312500,0.000000,7,238,5,0.978992,18,10,18,0,17,6,0,0,17,124,44,124,0,0.000000,33,0,86,79,92,0.858696,0,21,No meaningful ordering,6,4,1,1,1,0.166667,0,2,0,114,18,1,0,0,0,0,0,0,36,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.067901,4.067901,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:C+F+G;d1:D+F+G;d2:E+F+G;d3:A+F+G;d4:B+F+G;d5:F+G
106,campaign-106,Vector 106,3,3,4,1,0,64,90,REVIEW,15,2,2,1.000000,0.222200,0.000000,4,18,5,0.722222,9,1,9,0,6,2,0,1,6,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,2,1,1,1,1,0.500000,0,1,0,24,4,1,0,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,4,4,PULL+PUSH+POLARITY_FLIP+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:B+D
107,campaign-107,Cadence 107,4,4,5,2,2,75,96,ACCEPT,4,3,4,1.000000,0.312500,0.111100,5,12,4,0.666667,9,6,8,1,5,2,1,1,2,27,12,24,3,0.111111,6,3,17,6,10,0.600000,1,9,Moderate ordering,4,3,3,3,3,0.750000,1,1,1,21,12,1,0,2,2,1,2,0,0,0,0,0,0,0.666667,4.333333,0.333333,0.500000,0.333333,0.333333,1.500000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.666667,4.333333,0.333333,0.500000,0.333333,0.333333,1.125000,0.666667,6.937500,2.937500,0.500000,0.333333,0.333333,1.125000,0.666667,4.333333,0.333333,0.500000,0.333333,0.333333,1.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,Consequences exist but are sparse and shallow,d3:D+E
108,campaign-108,Alignment 108,4,4,6,1,1,76,94,ACCEPT,47,4,6,1.000000,0.375000,0.125000,6,328,17,0.948171,18,3,18,0,16,5,0,1,16,186,18,186,0,0.000000,57,0,156,129,171,0.754386,0,15,No meaningful ordering,6,5,3,3,3,0.500000,0,1,0,150,18,1,1,0,0,0,0,0,36,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.768056,0.768056,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+E+F;d1:A+C+D+E+F;d2:C+E+F;d3:E+F;d4:E+F
109,campaign-109,Reversal 109,4,4,6,2,2,76,96,ACCEPT,97,4,2,1.000000,0.250000,0.200000,6,360,1,0.997222,16,5,16,0,13,4,0,1,14,128,16,128,0,0.000000,35,0,84,136,136,1.000000,1,14,Weak ordering,5,2,0,0,0,0.000000,0,2,1,112,0,0,2,0,0,0,0,0,16,16,16,0,1,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.710000,0.710000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,8,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+E+F;d1:B+C+E+F;d2:C+E+F;d3:E+F
110,campaign-110,Crossfield 110,4,4,7,2,2,78,98,ACCEPT,133,5,3,1.000000,0.250000,0.090900,7,2240,6,0.997321,23,5,23,0,21,5,0,0,21,412,52,412,0,0.000000,107,0,294,430,498,0.863454,0,21,No meaningful ordering,6,4,2,2,1,0.333333,0,2,1,380,52,1,1,1,1,0,1,0,32,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.863575,0.863575,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+F+G;d1:B+C+D+E+F+G;d2:D+E+F+G;d3:E+F+G;d4:F+G
111,campaign-111,Relay 111,4,4,5,2,1,76,96,ACCEPT,57,4,2,1.000000,0.312500,0.125000,5,60,2,0.966667,12,3,12,0,6,3,0,4,11,56,8,56,0,0.000000,13,0,16,39,43,0.906977,1,9,Weak ordering,2,0,0,0,0,0.000000,0,2,0,32,0,0,1,0,0,0,0,0,16,16,16,0,1,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,8,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+D+E;d1:C+D+E;d2:D+E;d3:A+E
112,campaign-112,Occlusion 112,3,3,4,1,1,62,88,REVIEW,2,2,4,1.000000,0.333300,0.000000,4,4,2,0.500000,7,3,6,1,6,3,1,0,2,13,4,11,2,0.153846,5,2,10,2,3,0.666667,1,5,Strong ordering,4,3,1,1,1,0.250000,0,1,1,13,2,1,0,1,1,0,1,0,3,0,0,0,0,0.500000,3.000000,0.500000,1.000000,0.500000,0.500000,1.000000,0.000000,2.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,1.000000,0.500000,3.000000,0.500000,1.000000,0.500000,0.500000,1.000000,0.500000,5.000000,2.500000,1.000000,0.500000,0.500000,1.000000,0.500000,3.000000,0.500000,1.000000,0.500000,0.500000,1.000000,Moderate,6,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,Consequences exist but are sparse and shallow,d2:A+C
113,campaign-113,Polarity 113,4,4,6,2,0,76,97,ACCEPT,40,5,2,1.000000,0.375000,0.000000,6,360,1,0.997222,20,1,20,0,10,3,0,7,19,128,16,128,0,0.000000,23,0,40,136,136,1.000000,1,14,Weak ordering,3,1,0,0,0,0.000000,0,2,0,72,0,0,0,0,0,0,0,0,16,56,56,0,2,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.710000,0.710000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C+D+E+F;d1:A+C+D+E+F;d2:C+D+E+F;d3:D+E+F;d4:E+F
114,campaign-114,Vector 114,4,4,6,2,0,76,97,ACCEPT,114,5,2,1.000000,0.375000,0.000000,6,720,2,0.997222,21,0,21,0,16,4,0,3,20,224,0,224,0,0.000000,50,0,116,248,264,0.939394,0,15,No meaningful ordering,4,2,0,0,0,0.000000,1,1,0,176,0,0,0,0,0,0,0,0,16,32,32,0,1,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+D+E+F;d2:C+D+E+F;d3:D+E+F;d4:E+F
115,campaign-115,Cadence 115,4,4,6,1,1,79,94,ACCEPT,24,4,6,1.000000,0.375000,0.125000,6,82,12,0.853659,14,7,13,1,13,5,1,0,8,93,30,90,3,0.032258,31,3,80,42,64,0.656250,1,14,Moderate ordering,6,5,3,3,3,0.500000,0,1,1,83,14,1,1,0,0,0,0,0,27,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,1.000000,0.916667,5.833333,0.083333,0.090909,0.083333,0.083333,0.166667,0.916667,8.401852,2.651852,0.090909,0.083333,0.083333,0.166667,0.916667,5.833333,0.083333,0.090909,0.083333,0.083333,0.333333,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,Random successful play almost always solves without backtracking,d0:C+D+E;d1:D+E+F;d4:A+E
116,campaign-116,Alignment 116,4,4,6,2,0,77,97,ACCEPT,157,5,2,1.000000,0.375000,0.000000,6,210,2,0.990476,17,4,17,0,7,3,0,7,16,100,20,100,0,0.000000,22,0,36,83,87,0.954023,1,14,Weak ordering,2,0,0,0,0,0.000000,0,2,0,46,0,0,0,0,0,0,0,0,28,46,46,0,2,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.269097,1.269097,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+D+E+F;d1:B+D+E+F;d2:D+E+F;d3:C+E+F;d4:E+F
117,campaign-117,Reversal 117,4,4,6,2,1,77,97,ACCEPT,22,5,3,1.000000,0.375000,0.000000,6,120,1,0.991667,15,6,15,0,12,4,0,1,14,72,24,72,0,0.000000,22,0,52,60,60,1.000000,3,12,Weak ordering,6,4,1,1,1,0.166667,0,2,1,72,8,1,0,1,1,0,1,0,16,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.958681,1.958681,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+F;d1:C+D+F;d2:D+E+F;d3:E+F;d4:B+F
118,campaign-118,Crossfield 118,3,3,4,1,1,65,84,REVIEW,8,3,3,1.000000,0.333300,0.166700,4,18,5,0.722222,9,1,9,0,5,2,0,2,8,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,3,2,1,1,1,0.333333,0,1,0,24,4,1,1,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:C+D;d2:B+D
119,campaign-119,Relay 119,4,4,6,2,1,77,97,ACCEPT,12,4,3,1.000000,0.375000,0.000000,6,480,2,0.995833,17,4,17,0,15,4,0,0,15,176,16,176,0,0.000000,46,0,128,184,200,0.920000,0,15,No meaningful ordering,6,4,2,2,1,0.333333,0,2,0,176,16,1,0,1,1,0,1,0,0,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.429167,0.429167,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+E+F;d2:C+E+F;d3:E+F
120,campaign-120,Occlusion 120,4,4,7,2,2,81,96,ACCEPT,23,6,4,1.000000,0.312500,0.090900,7,1120,4,0.996429,22,6,22,0,19,5,0,1,21,264,72,264,0,0.000000,75,0,204,260,300,0.866667,1,20,Weak ordering,7,5,2,2,1,0.285714,0,2,1,264,40,1,1,1,1,0,1,0,32,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.964466,1.964466,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+D+E+F+G;d1:D+E+F+G;d2:C+E+F+G;d3:E+F+G;d4:F+G;d5:B+G
121,campaign-121,Polarity 121,4,4,5,2,2,77,94,ACCEPT,16,4,3,1.000000,0.375000,0.111100,5,60,1,0.983333,12,3,12,0,9,3,0,1,11,52,8,52,0,0.000000,15,0,35,42,42,1.000000,1,9,Weak ordering,5,3,0,0,0,0.000000,0,2,1,52,0,0,1,1,1,0,1,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.679167,0.679167,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D;d1:B+C+D;d2:C+D;d3:D+E
122,campaign-122,Vector 122,4,4,5,2,2,77,94,ACCEPT,38,4,3,1.000000,0.375000,0.111100,5,60,2,0.966667,14,1,14,0,7,2,0,4,13,64,8,64,0,0.000000,12,0,26,44,50,0.880000,0,10,No meaningful ordering,4,2,0,0,0,0.000000,1,1,0,48,4,0,2,1,0,1,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.875347,0.875347,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
123,campaign-123,Cadence 123,4,4,5,2,1,77,94,ACCEPT,55,4,3,1.000000,0.375000,0.125000,5,80,2,0.975000,14,1,14,0,12,4,0,1,13,68,4,68,0,0.000000,16,0,36,52,56,0.928571,0,10,No meaningful ordering,4,2,0,0,0,0.000000,0,2,1,60,4,0,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.380556,0.380556,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E;d1:B+C+D+E;d2:C+D+E;d3:D+E
124,campaign-124,Alignment 124,3,3,4,1,0,65,90,REVIEW,15,2,2,1.000000,0.222200,0.000000,4,18,5,0.722222,10,0,10,0,8,3,0,1,8,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,24,4,0,0,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,4,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:B+D;d2:C+D
125,campaign-125,Reversal 125,4,4,7,2,1,82,96,ACCEPT,163,5,4,1.000000,0.312500,0.100000,7,1400,4,0.997143,21,7,21,0,18,5,0,1,20,324,72,324,0,0.000000,89,0,234,322,366,0.879781,1,20,Weak ordering,6,4,2,2,2,0.333333,0,2,1,300,32,1,1,0,0,0,0,0,64,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.743627,1.743627,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+E+F+G;d1:B+C+E+G;d2:C+E+G;d3:E+F+G;d4:F+G;d5:D+G
126,campaign-126,Crossfield 126,4,4,6,2,2,77,94,ACCEPT,47,4,3,1.000000,0.375000,0.100000,6,400,4,0.990000,19,2,19,0,17,4,0,0,16,196,28,196,0,0.000000,51,0,126,164,200,0.820000,0,15,No meaningful ordering,5,3,3,3,2,0.600000,0,2,0,180,28,2,1,1,1,0,1,0,16,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.641667,0.641667,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:C+D+E+F;d2:B+D+E+F;d3:D+E
127,campaign-127,Relay 127,4,4,6,1,1,78,94,ACCEPT,58,4,4,1.000000,0.375000,0.125000,6,460,19,0.958696,17,4,17,0,14,4,0,1,14,228,20,228,0,0.000000,69,0,196,177,227,0.779736,0,15,No meaningful ordering,4,3,3,3,3,0.750000,0,1,0,188,20,1,1,0,0,0,0,0,40,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.455247,0.455247,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:C+D+F;d2:B+D+F;d3:D+F
